LEASE-REC-TYPE-REC,LEASE-REC-DIST,LEASE-REC-FIELD,LEASE-REC-OPR,LEASE-REC-LEASE,LEASE-REC-FILLER,LEASE-REC-OFFSHORE,L-NAME,LSE-CO,POGATH,PGGATH,OSPLIT,GSPLIT,OOGATH,OGGATH,OOPR,BO-STATUS,BG-STATUS,MOVE-BAL,PO-STATUS,PG-STATUS,SEC-REC,CERT,BATCH,L-LPB,COMMINGLE-CD,COMMINGLE,L-INFO,AD-BO-STATUS,AD-BG-STATUS,COMMINGLE-DATE,L-RMCD,L-RMDT,SEV-CD-13,SEV-CD-14,L-CAS-SI-LTR-DTE,L-RED-RTE-DTE,L-EXC-TST,L-RLTYCD,L-ONE-WELL-LEASE,L-PANHANDLE-GOR-EXC,L-PANHANDLE-GOR-AMT,FILLER5,L-MONTH-DATE,LM-SEV,LM-RETRO,LM-REC,LM-CHG,LM-ALLOW,LM-PROD,LM-FW,LM-OW,LM-PL,LM-PLC,LM-OTH,LM-OTHC,LM-STO,LM-GL,LM-GPROD,LM-GLIFT,LM-CSIL,LM-JOHN,LM-LTR-CODE,FILLER6,FILLER7,FILLER8
3,01,00002001,000893,19016,00,0,EARNESTINE,331000,SUNOC,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,025443,13564,00,0,KITTIE,177000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,036043,17553,00,0,WHITWORTH,323000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,064104,17133,00,0,CROUCH,163000,,,0,0,,,534219,0,0,0,0,0,9,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,1,3,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,070376,16114,00,0,CHITTIM RANCH 28,323000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,070376,17406,00,0,CHITTIM RANCH 80,323000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,072704,13757,00,0,BARNES,029000,NGLCL,,0,0,,,028802,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,1,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,073057,16211,00,0,GUAJILLO,325000,ENTCO,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,1,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,073059,15069,00,0,CHITTIM,323000,,,0,0,,,774719,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,073059,18753,00,0,CHITTIM HEIRS,323000,,,0,0,,,000000,0,0,0,0,0,9,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,1,3,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,096690,11948,00,0,"WHITEHEAD, CINDY E.",271000,N,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,100351,17558,00,0,KOTHMANN-RANCH,163000,BPPRN,FRIOL,0,0,,,884496,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,104230,04423,00,0,"FREEMAN, E. L.",177000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,2,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,139559,12866,00,0,RAMSEY,265000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,141165,12297,00,0,CEN-TEX #2,331000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,1,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,147699,19932,00,0,FAITH-RINCON,323000,CHESL,WILMP,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,148108,15813,00,0,IRVIN FAMILY,000000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,148108,15859,00,0,CROMWELL,000000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,167047,12634,00,0,BATTE-HICKMAN,331000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,187022,15066,00,0,STOPPELBERG,021000,SHELT,,0,0,,,187005,0,0,0,0,0,9,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,189978,14723,00,0,BAKER,331000,LSLLC,,1,0,ENTCO,SUNOC,911874,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,195770,17949,00,0,HUFF-TRAMMELL UNIT,331000,,,0,0,,,402723,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,195770,19532,00,0,DUBOIS,331000,,,0,0,,,402723,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,195836,11863,00,0,MMH,491000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,195836,11864,00,0,"MEISKE, ROY J.",491000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,224555,12635,00,0,SMITH,031000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,228365,12221,00,0,"HERZER, J.F. -A-",331000,N,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,250718,14490,00,0,COMANCHE RANCH,323000,GULFM,TXPLL,1,0,SHELT,,606617,0,0,0,0,0,9,00,,0,0,0000,,0,0,000000,1,202210,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,1,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,250718,18964,00,0,LATHAM-MCKNIGHT,127000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,1,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,251927,12241,00,0,"NELSON, COURTNEY, ET AL",331000,N,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,253162,17564,00,0,LOOMIS UNIT,177000,EOGRS,EOGRE,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,1,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,253162,17680,00,0,ALONZO PEELER A UNIT,013000,EOGRS,EOGRE,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,Y,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,254263,14221,00,0,CHITTIM RANCH,323000,PLAML,,0,0,,,891175,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,254277,15228,00,0,"CHAPARROSA ""A""",507000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,254277,17361,00,0,CHAPARROSA F,507000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,256842,17351,00,0,EXCALIBUR/FALCON BURGER,013000,,,0,0,,,000000,432,292,-393,432,292,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,1,0,0,0,000,000,0,0,0,0,39,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,256915,17837,00,0,M. E. HOLDSWORTH NELSON TRUST,507000,,,0,0,,,147715,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,256915,18624,00,0,HOLDSWORTH TRUST,507000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,273933,14724,00,0,"BRISCOE RANCH ""A""",127000,SHELT,ENTPO,0,0,,,252020,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,321576,09186,00,0,"GRAEF, STEPHEN B.",453000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,1,3,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,347151,19514,00,0,ELK RANCH,331000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,1,3,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,363086,14728,00,0,KOCH - DILLEY STATION,163000,,,0,0,,,363118,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,385715,17535,00,0,FTR RANCH LTD,055000,,,0,0,,,617112,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,1,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,385715,17548,00,0,E. F. JOHNSON,055000,,,0,0,,,617112,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,402723,19127,00,0,PETER GIBSON,331000,,,0,0,,,257042,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,1,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,424790,05186,00,0,HORNER RANCH,507000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,1,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,429778,12378,00,0,TURNEY-WINN,323000,N,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,1,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,429778,12457,00,0,STUBBLEFIELD,323000,N,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,440742,14774,00,0,STONE RANCH,323000,,,0,0,,,875172,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,506069,14720,00,0,BELLOWS,283000,,,0,0,,,712156,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,2,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,511724,14331,00,0,GREY REEF UNIT NO. 1,331000,ENECR,ENETR,1,0,FJELC,,866905,0,0,0,0,0,9,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,511724,20451,00,0,ANDREWS,331000,ENECR,ENETR,1,0,FJELC,,866905,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,511724,20462,00,0,STEWART,331000,,,0,0,,,866905,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,2,202201,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,513065,09712,00,0,"LUNDGREN, FRED JR.",453000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,1,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,525398,19335,00,0,BARNHART NORTH,177000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,534183,14604,00,0,HARTFIEL,311000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,1,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,559352,14957,00,0,"SHANKLIN, SOULI",137000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,559352,14973,00,0,MADGE SHANKLIN,137000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,559352,14982,00,0,"MITCHELL ""87""",137000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,1,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,566352,17362,00,0,CONCORD OIL CO.,493000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,566605,12074,00,0,HOFFMAN,021000,N,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,1,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,621012,14585,00,0,"SCHOELLER, KATE",311000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,1,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,645600,14279,00,0,KERLIN,491000,,,0,0,,,792503,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,1,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,649300,19516,00,0,SHANNON HOPE,137000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,651780,16378,00,0,SPENCER WSW,177000,,,0,0,,,271678,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,665698,18079,00,0,PES TEST WELL,029000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,680845,18639,00,0,KUHN,187000,FIRRE,,1,0,SHELT,,250962,197,0,-117,197,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,1,0,0,0,000,000,0,0,0,0,80,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,680845,19996,00,0,SPJ TRUST,187000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,681459,14388,00,0,BROWN,163000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,681711,14264,00,0,"LASKOWSKI, A",493000,,,0,0,,,676514,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,1,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,684836,20368,00,0,CASTILLEJA,325000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,685767,15877,00,0,DAVIS - MCCRARY TRUST,013000,FIRRE,,0,0,,,237926,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,1,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,698761,14611,00,0,BUREAU OF ECONOMIC GEOLOGY,325000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,704799,14044,00,0,BLACKBURN,163000,,,0,0,,,208041,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,704799,14261,00,0,"LANGE, L. F.",013000,,,0,0,,,208041,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,1,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,704799,14282,00,0,"CHAPMAN, ANNA",507000,,,0,0,,,208041,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,1,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,712156,15810,00,0,"SMITH, JOEY",000000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,712269,14659,00,0,WEST RANCH,465000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,1,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,748764,19438,00,0,MISS LAUREN,177000,,,0,0,,,275629,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,748764,19515,00,0,PARR,177000,,,0,0,,,216913,1026,0,-1026,1166,0,0,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,Y,0.0,0000,202109,0,0,1,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,750430,12174,00,0,WEST UNIT,493000,OASOC,,0,0,,,886217,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,1,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,754900,14854,00,0,WATT FARM,331000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,754900,15105,00,0,SLOT,331000,,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,0,0,000000,000000,0,0,N,,0.0,0000,202109,0,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
3,01,00002001,767589,12246,00,0,LA MASTER,453000,N,,0,0,,,000000,0,0,0,0,0,0,00,,0,0,0000,,0,0,000000,0,000000,1,1,000000,000000,0,0,N,,0.0,0000,202109,1,0,0,0,0,0,000,000,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0000000000000,0000
